word	ID	Q#	location	gender	age	clan	education	value	correct	task	participant.av	participant.rank	target_word.av	target_word.rank	c.age	participant
beasta	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	N	FALSE	production	0.266666666666667	22	0.433333333333333	24	0	participant 21
beasta	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	N	FALSE	production	0.266666666666667	18	0.433333333333333	24	-1	participant 22
beasta	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	production	0.0666666666666667	1	0.433333333333333	24	1	participant 12
beasta	11	11	Getanyamba	male	11	Haymahoo	class 5	Y	TRUE	production	0.3	24	0.433333333333333	24	2	participant 3
beasta	20	20	Getanyamba	female	8	Hilbagamas	class 1	N	FALSE	production	0.266666666666667	20	0.433333333333333	24	-1	participant 28
beasta	19	19	Getanyamba	male	10	Hilbagamas	class 2	N	FALSE	production	0.166666666666667	11	0.433333333333333	24	1	participant 14
beasta	2	1	Eshkesh	female	10	Bardeanajeega	none	Y	TRUE	production	0.5	30	0.433333333333333	24	1	participant 23
beasta	3	2	Eshkesh	female	8	Aseecheeka	none	Y	TRUE	production	0.333333333333333	26	0.433333333333333	24	-1	participant 11
beasta	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	Y	TRUE	production	0.1	3	0.433333333333333	24	-1	participant 15
beasta	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	Y	TRUE	production	0.133333333333333	7	0.433333333333333	24	1	participant 9
beasta	8	8	Getanyamba	female	8	Qawooga	pre-school	Y	TRUE	production	0.1	2	0.433333333333333	24	-1	participant 20
beasta	16	16	Getanyamba	female	10	Bareaboojiga	class 1	N	FALSE	production	0.3	23	0.433333333333333	24	1	participant 8
beasta	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	production	0.166666666666667	8	0.433333333333333	24	-1	participant 4
beasta	21	21	Eshkesh	male	10	Aseecheeka	none	Y	TRUE	production	0.333333333333333	25	0.433333333333333	24	1	participant 13
beasta	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	Y	TRUE	production	0.166666666666667	10	0.433333333333333	24	1	participant 16
beasta	10	9	Getanyamba	female	10	Hilbagamas	class 2	N	FALSE	production	0.133333333333333	6	0.433333333333333	24	1	participant 7
beasta	30	30	Nyeamuusta	male	10	Dariidajeega	none	N	FALSE	production	0.166666666666667	9	0.433333333333333	24	1	participant 25
beasta	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	N	FALSE	production	0.266666666666667	17	0.433333333333333	24	-1	participant 29
beasta	17	17	Maguugu	female	8	Malleyeck	none	N	FALSE	production	0.266666666666667	19	0.433333333333333	24	-1	participant 19
beasta	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	N	FALSE	production	0.2	13	0.433333333333333	24	-1	participant 1
beasta	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	Y	TRUE	production	0.5	29	0.433333333333333	24	-1	participant 26
beasta	1	1	Eshkesh	female	9	Aseecheeka	none	Y	TRUE	production	0.266666666666667	21	0.433333333333333	24	0	participant 27
beasta	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	production	0.133333333333333	5	0.433333333333333	24	-1	participant 2
beasta	18	18	Getanyamba	female	9	Hilbagamas	class 1	Y	TRUE	production	0.433333333333333	27	0.433333333333333	24	0	participant 10
beasta	14	13	Garawja	male	10	Malleyeck	class 2	N	FALSE	production	0.233333333333333	15	0.433333333333333	24	1	participant 18
daliiloonga	13	14	Garawja	male	8	Malleyeck	pre-school	N	FALSE	comprehension	0.2	12	0.2	17	-1	participant 5
daliiloonga	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	N	FALSE	comprehension	0.266666666666667	17	0.2	17	-1	participant 29
daliiloonga	17	17	Maguugu	female	8	Malleyeck	none	N	FALSE	comprehension	0.266666666666667	19	0.2	17	-1	participant 19
daliiloonga	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	N	FALSE	comprehension	0.133333333333333	7	0.2	17	1	participant 9
daliiloonga	30	30	Nyeamuusta	male	10	Dariidajeega	none	N	FALSE	comprehension	0.166666666666667	9	0.2	17	1	participant 25
daliiloonga	11	11	Getanyamba	male	11	Haymahoo	class 5	N	FALSE	comprehension	0.3	24	0.2	17	2	participant 3
daliiloonga	14	13	Garawja	male	10	Malleyeck	class 2	N	FALSE	comprehension	0.233333333333333	15	0.2	17	1	participant 18
daliiloonga	21	21	Eshkesh	male	10	Aseecheeka	none	Y	TRUE	comprehension	0.333333333333333	25	0.2	17	1	participant 13
daliiloonga	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	N	FALSE	comprehension	0.2	13	0.2	17	-1	participant 1
daliiloonga	16	16	Getanyamba	female	10	Bareaboojiga	class 1	Y	TRUE	comprehension	0.3	23	0.2	17	1	participant 8
daliiloonga	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	Y	TRUE	comprehension	0.5	29	0.2	17	-1	participant 26
daliiloonga	8	8	Getanyamba	female	8	Qawooga	pre-school	N	FALSE	comprehension	0.1	2	0.2	17	-1	participant 20
daliiloonga	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	comprehension	0.166666666666667	8	0.2	17	-1	participant 4
daliiloonga	20	20	Getanyamba	female	8	Hilbagamas	class 1	Y	TRUE	comprehension	0.266666666666667	20	0.2	17	-1	participant 28
daliiloonga	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	comprehension	0.133333333333333	5	0.2	17	-1	participant 2
daliiloonga	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	comprehension	0.1	3	0.2	17	-1	participant 15
daliiloonga	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	Y	TRUE	comprehension	0.2	14	0.2	17	0	participant 6
daliiloonga	9	5	Getanyamba	female	10	Qawooga	none	N	FALSE	comprehension	0.266666666666667	16	0.2	17	1	participant 24
daliiloonga	18	18	Getanyamba	female	9	Hilbagamas	class 1	N	FALSE	comprehension	0.433333333333333	27	0.2	17	0	participant 10
daliiloonga	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	N	FALSE	comprehension	0.266666666666667	22	0.2	17	0	participant 21
daliiloonga	1	1	Eshkesh	female	9	Aseecheeka	none	N	FALSE	comprehension	0.266666666666667	21	0.2	17	0	participant 27
daliiloonga	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	N	FALSE	comprehension	0.1	4	0.2	17	-2	participant 17
daliiloonga	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	N	FALSE	comprehension	0.266666666666667	18	0.2	17	-1	participant 22
daliiloonga	19	19	Getanyamba	male	10	Hilbagamas	class 2	N	FALSE	comprehension	0.166666666666667	11	0.2	17	1	participant 14
daliiloonga	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	comprehension	0.0666666666666667	1	0.2	17	1	participant 12
daliiloonga	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	N	FALSE	comprehension	0.166666666666667	10	0.2	17	1	participant 16
daliiloonga	2	1	Eshkesh	female	10	Bardeanajeega	none	Y	TRUE	comprehension	0.5	30	0.2	17	1	participant 23
daliiloonga	10	9	Getanyamba	female	10	Hilbagamas	class 2	N	FALSE	comprehension	0.133333333333333	6	0.2	17	1	participant 7
daliiloonga	3	2	Eshkesh	female	8	Aseecheeka	none	N	FALSE	comprehension	0.333333333333333	26	0.2	17	-1	participant 11
digeeda	10	9	Getanyamba	female	10	Hilbagamas	class 2	Y	TRUE	production	0.133333333333333	6	0.566666666666667	27	1	participant 7
digeeda	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	production	0.1	3	0.566666666666667	27	-1	participant 15
digeeda	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	Y	TRUE	production	0.5	29	0.566666666666667	27	-1	participant 26
digeeda	17	17	Maguugu	female	8	Malleyeck	none	N	FALSE	production	0.266666666666667	19	0.566666666666667	27	-1	participant 19
digeeda	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	Y	TRUE	production	0.266666666666667	22	0.566666666666667	27	0	participant 21
digeeda	9	5	Getanyamba	female	10	Qawooga	none	N	FALSE	production	0.266666666666667	16	0.566666666666667	27	1	participant 24
digeeda	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	N	FALSE	production	0.1	4	0.566666666666667	27	-2	participant 17
digeeda	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	Y	TRUE	production	0.2	14	0.566666666666667	27	0	participant 6
digeeda	16	16	Getanyamba	female	10	Bareaboojiga	class 1	Y	TRUE	production	0.3	23	0.566666666666667	27	1	participant 8
digeeda	14	13	Garawja	male	10	Malleyeck	class 2	Y	TRUE	production	0.233333333333333	15	0.566666666666667	27	1	participant 18
digeeda	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	N	FALSE	production	0.133333333333333	7	0.566666666666667	27	1	participant 9
digeeda	13	14	Garawja	male	8	Malleyeck	pre-school	N	FALSE	production	0.2	12	0.566666666666667	27	-1	participant 5
digeeda	19	19	Getanyamba	male	10	Hilbagamas	class 2	N	FALSE	production	0.166666666666667	11	0.566666666666667	27	1	participant 14
digeeda	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	Y	TRUE	production	0.2	13	0.566666666666667	27	-1	participant 1
digeeda	20	20	Getanyamba	female	8	Hilbagamas	class 1	N	FALSE	production	0.266666666666667	20	0.566666666666667	27	-1	participant 28
digeeda	18	18	Getanyamba	female	9	Hilbagamas	class 1	PC	TRUE	production	0.433333333333333	27	0.566666666666667	27	0	participant 10
digeeda	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	Y	TRUE	production	0.266666666666667	18	0.566666666666667	27	-1	participant 22
digeeda	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	PC	TRUE	production	0.266666666666667	17	0.566666666666667	27	-1	participant 29
digeeda	4	3	Eshkesh	male	8	Aseecheeka	none	Y	TRUE	production	0.166666666666667	8	0.566666666666667	27	-1	participant 4
digeeda	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	N	FALSE	production	0.166666666666667	10	0.566666666666667	27	1	participant 16
digeeda	2	1	Eshkesh	female	10	Bardeanajeega	none	Y	TRUE	production	0.5	30	0.566666666666667	27	1	participant 23
digeeda	1	1	Eshkesh	female	9	Aseecheeka	none	PC	TRUE	production	0.266666666666667	21	0.566666666666667	27	0	participant 27
digeeda	30	30	Nyeamuusta	male	10	Dariidajeega	none	N	FALSE	production	0.166666666666667	9	0.566666666666667	27	1	participant 25
digeeda	21	21	Eshkesh	male	10	Aseecheeka	none	Y	TRUE	production	0.333333333333333	25	0.566666666666667	27	1	participant 13
digeeda	8	8	Getanyamba	female	8	Qawooga	pre-school	N	FALSE	production	0.1	2	0.566666666666667	27	-1	participant 20
digeeda	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	production	0.133333333333333	5	0.566666666666667	27	-1	participant 2
digeeda	11	11	Getanyamba	male	11	Haymahoo	class 5	Y	TRUE	production	0.3	24	0.566666666666667	27	2	participant 3
digeeda	3	2	Eshkesh	female	8	Aseecheeka	none	Y	TRUE	production	0.333333333333333	26	0.566666666666667	27	-1	participant 11
digeeda	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	production	0.0666666666666667	1	0.566666666666667	27	1	participant 12
ea eesh	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	production	0.133333333333333	5	0.0666666666666667	4	-1	participant 2
ea eesh	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	N	FALSE	production	0.5	29	0.0666666666666667	4	-1	participant 26
ea eesh	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	production	0.0666666666666667	1	0.0666666666666667	4	1	participant 12
ea eesh	21	21	Eshkesh	male	10	Aseecheeka	none	N	FALSE	production	0.333333333333333	25	0.0666666666666667	4	1	participant 13
ea eesh	9	5	Getanyamba	female	10	Qawooga	none	N	FALSE	production	0.266666666666667	16	0.0666666666666667	4	1	participant 24
ea eesh	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	N	FALSE	production	0.133333333333333	7	0.0666666666666667	4	1	participant 9
ea eesh	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	production	0.166666666666667	8	0.0666666666666667	4	-1	participant 4
ea eesh	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	N	FALSE	production	0.2	14	0.0666666666666667	4	0	participant 6
ea eesh	19	19	Getanyamba	male	10	Hilbagamas	class 2	N	FALSE	production	0.166666666666667	11	0.0666666666666667	4	1	participant 14
ea eesh	2	1	Eshkesh	female	10	Bardeanajeega	none	Y	TRUE	production	0.5	30	0.0666666666666667	4	1	participant 23
ea eesh	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	N	FALSE	production	0.2	13	0.0666666666666667	4	-1	participant 1
ea eesh	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	N	FALSE	production	0.266666666666667	17	0.0666666666666667	4	-1	participant 29
ea eesh	8	8	Getanyamba	female	8	Qawooga	pre-school	N	FALSE	production	0.1	2	0.0666666666666667	4	-1	participant 20
ea eesh	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	N	FALSE	production	0.166666666666667	10	0.0666666666666667	4	1	participant 16
ea eesh	10	9	Getanyamba	female	10	Hilbagamas	class 2	N	FALSE	production	0.133333333333333	6	0.0666666666666667	4	1	participant 7
ea eesh	11	11	Getanyamba	male	11	Haymahoo	class 5	Y	TRUE	production	0.3	24	0.0666666666666667	4	2	participant 3
ea eesh	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	N	FALSE	production	0.1	4	0.0666666666666667	4	-2	participant 17
ea eesh	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	production	0.1	3	0.0666666666666667	4	-1	participant 15
ea eesh	20	20	Getanyamba	female	8	Hilbagamas	class 1	N	FALSE	production	0.266666666666667	20	0.0666666666666667	4	-1	participant 28
ea eesh	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	N	FALSE	production	0.266666666666667	22	0.0666666666666667	4	0	participant 21
ea eesh	1	1	Eshkesh	female	9	Aseecheeka	none	N	FALSE	production	0.266666666666667	21	0.0666666666666667	4	0	participant 27
ea eesh	3	2	Eshkesh	female	8	Aseecheeka	none	N	FALSE	production	0.333333333333333	26	0.0666666666666667	4	-1	participant 11
ea eesh	16	16	Getanyamba	female	10	Bareaboojiga	class 1	N	FALSE	production	0.3	23	0.0666666666666667	4	1	participant 8
ea eesh	30	30	Nyeamuusta	male	10	Dariidajeega	none	N	FALSE	production	0.166666666666667	9	0.0666666666666667	4	1	participant 25
ea eesh	17	17	Maguugu	female	8	Malleyeck	none	N	FALSE	production	0.266666666666667	19	0.0666666666666667	4	-1	participant 19
ea eesh	14	13	Garawja	male	10	Malleyeck	class 2	N	FALSE	production	0.233333333333333	15	0.0666666666666667	4	1	participant 18
ea eesh	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	N	FALSE	production	0.266666666666667	18	0.0666666666666667	4	-1	participant 22
ea eesh	13	14	Garawja	male	8	Malleyeck	pre-school	N	FALSE	production	0.2	12	0.0666666666666667	4	-1	participant 5
ea eesh	18	18	Getanyamba	female	9	Hilbagamas	class 1	N	FALSE	production	0.433333333333333	27	0.0666666666666667	4	0	participant 10
eanooga	3	2	Eshkesh	female	8	Aseecheeka	none	Y	TRUE	production	0.333333333333333	26	0.6	28	-1	participant 11
eanooga	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	Y	TRUE	production	0.266666666666667	22	0.6	28	0	participant 21
eanooga	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	production	0.0666666666666667	1	0.6	28	1	participant 12
eanooga	11	11	Getanyamba	male	11	Haymahoo	class 5	Y	TRUE	production	0.3	24	0.6	28	2	participant 3
eanooga	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	Y	TRUE	production	0.266666666666667	17	0.6	28	-1	participant 29
eanooga	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	production	0.133333333333333	5	0.6	28	-1	participant 2
eanooga	14	13	Garawja	male	10	Malleyeck	class 2	N	FALSE	production	0.233333333333333	15	0.6	28	1	participant 18
eanooga	10	9	Getanyamba	female	10	Hilbagamas	class 2	N	FALSE	production	0.133333333333333	6	0.6	28	1	participant 7
eanooga	9	5	Getanyamba	female	10	Qawooga	none	Y	TRUE	production	0.266666666666667	16	0.6	28	1	participant 24
eanooga	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	N	FALSE	production	0.1	4	0.6	28	-2	participant 17
eanooga	13	14	Garawja	male	8	Malleyeck	pre-school	N	FALSE	production	0.2	12	0.6	28	-1	participant 5
eanooga	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	Y	TRUE	production	0.5	29	0.6	28	-1	participant 26
eanooga	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	Y	TRUE	production	0.2	13	0.6	28	-1	participant 1
eanooga	1	1	Eshkesh	female	9	Aseecheeka	none	Y	TRUE	production	0.266666666666667	21	0.6	28	0	participant 27
eanooga	18	18	Getanyamba	female	9	Hilbagamas	class 1	N	FALSE	production	0.433333333333333	27	0.6	28	0	participant 10
eanooga	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	Y	TRUE	production	0.2	14	0.6	28	0	participant 6
eanooga	19	19	Getanyamba	male	10	Hilbagamas	class 2	N	FALSE	production	0.166666666666667	11	0.6	28	1	participant 14
eanooga	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	Y	TRUE	production	0.266666666666667	18	0.6	28	-1	participant 22
eanooga	21	21	Eshkesh	male	10	Aseecheeka	none	N	FALSE	production	0.333333333333333	25	0.6	28	1	participant 13
eanooga	20	20	Getanyamba	female	8	Hilbagamas	class 1	N	FALSE	production	0.266666666666667	20	0.6	28	-1	participant 28
eanooga	4	3	Eshkesh	male	8	Aseecheeka	none	Y	TRUE	production	0.166666666666667	8	0.6	28	-1	participant 4
eanooga	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	N	FALSE	production	0.166666666666667	10	0.6	28	1	participant 16
eanooga	30	30	Nyeamuusta	male	10	Dariidajeega	none	Y	TRUE	production	0.166666666666667	9	0.6	28	1	participant 25
eanooga	16	16	Getanyamba	female	10	Bareaboojiga	class 1	Y	TRUE	production	0.3	23	0.6	28	1	participant 8
eanooga	2	1	Eshkesh	female	10	Bardeanajeega	none	Y	TRUE	production	0.5	30	0.6	28	1	participant 23
eanooga	17	17	Maguugu	female	8	Malleyeck	none	Y	TRUE	production	0.266666666666667	19	0.6	28	-1	participant 19
eanooga	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	production	0.1	3	0.6	28	-1	participant 15
eanooga	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	Y	TRUE	production	0.133333333333333	7	0.6	28	1	participant 9
eanooga	8	8	Getanyamba	female	8	Qawooga	pre-school	Y	TRUE	production	0.1	2	0.6	28	-1	participant 20
faj	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	N	FALSE	production	0.2	14	0.1	10	0	participant 6
faj	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	N	FALSE	production	0.266666666666667	22	0.1	10	0	participant 21
faj	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	N	FALSE	production	0.1	4	0.1	10	-2	participant 17
faj	30	30	Nyeamuusta	male	10	Dariidajeega	none	N	FALSE	production	0.166666666666667	9	0.1	10	1	participant 25
faj	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	production	0.133333333333333	5	0.1	10	-1	participant 2
faj	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	production	0.1	3	0.1	10	-1	participant 15
faj	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	N	FALSE	production	0.133333333333333	7	0.1	10	1	participant 9
faj	19	19	Getanyamba	male	10	Hilbagamas	class 2	N	FALSE	production	0.166666666666667	11	0.1	10	1	participant 14
faj	21	21	Eshkesh	male	10	Aseecheeka	none	N	FALSE	production	0.333333333333333	25	0.1	10	1	participant 13
faj	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	N	FALSE	production	0.5	29	0.1	10	-1	participant 26
faj	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	N	FALSE	production	0.2	13	0.1	10	-1	participant 1
faj	16	16	Getanyamba	female	10	Bareaboojiga	class 1	Y	TRUE	production	0.3	23	0.1	10	1	participant 8
faj	10	9	Getanyamba	female	10	Hilbagamas	class 2	N	FALSE	production	0.133333333333333	6	0.1	10	1	participant 7
faj	11	11	Getanyamba	male	11	Haymahoo	class 5	N	FALSE	production	0.3	24	0.1	10	2	participant 3
faj	3	2	Eshkesh	female	8	Aseecheeka	none	N	FALSE	production	0.333333333333333	26	0.1	10	-1	participant 11
faj	20	20	Getanyamba	female	8	Hilbagamas	class 1	N	FALSE	production	0.266666666666667	20	0.1	10	-1	participant 28
faj	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	production	0.0666666666666667	1	0.1	10	1	participant 12
faj	13	14	Garawja	male	8	Malleyeck	pre-school	N	FALSE	production	0.2	12	0.1	10	-1	participant 5
faj	18	18	Getanyamba	female	9	Hilbagamas	class 1	Y	TRUE	production	0.433333333333333	27	0.1	10	0	participant 10
faj	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	production	0.166666666666667	8	0.1	10	-1	participant 4
faj	9	5	Getanyamba	female	10	Qawooga	none	N	FALSE	production	0.266666666666667	16	0.1	10	1	participant 24
faj	1	1	Eshkesh	female	9	Aseecheeka	none	N	FALSE	production	0.266666666666667	21	0.1	10	0	participant 27
faj	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	N	FALSE	production	0.266666666666667	18	0.1	10	-1	participant 22
faj	8	8	Getanyamba	female	8	Qawooga	pre-school	N	FALSE	production	0.1	2	0.1	10	-1	participant 20
faj	14	13	Garawja	male	10	Malleyeck	class 2	N	FALSE	production	0.233333333333333	15	0.1	10	1	participant 18
faj	17	17	Maguugu	female	8	Malleyeck	none	Y	TRUE	production	0.266666666666667	19	0.1	10	-1	participant 19
faj	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	N	FALSE	production	0.166666666666667	10	0.1	10	1	participant 16
faj	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	N	FALSE	production	0.266666666666667	17	0.1	10	-1	participant 29
faj	2	1	Eshkesh	female	10	Bardeanajeega	none	N	FALSE	production	0.5	30	0.1	10	1	participant 23
giikwealaneeda	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	comprehension	0.166666666666667	8	0.7	29	-1	participant 4
giikwealaneeda	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	comprehension	0.0666666666666667	1	0.7	29	1	participant 12
giikwealaneeda	13	14	Garawja	male	8	Malleyeck	pre-school	Y	TRUE	comprehension	0.2	12	0.7	29	-1	participant 5
giikwealaneeda	9	5	Getanyamba	female	10	Qawooga	none	Y	TRUE	comprehension	0.266666666666667	16	0.7	29	1	participant 24
giikwealaneeda	11	11	Getanyamba	male	11	Haymahoo	class 5	N	FALSE	comprehension	0.3	24	0.7	29	2	participant 3
giikwealaneeda	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	Y	TRUE	comprehension	0.5	29	0.7	29	-1	participant 26
giikwealaneeda	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	comprehension	0.133333333333333	5	0.7	29	-1	participant 2
giikwealaneeda	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	Y	TRUE	comprehension	0.2	13	0.7	29	-1	participant 1
giikwealaneeda	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	comprehension	0.1	3	0.7	29	-1	participant 15
